,Recipe,step-1,trange-1,step-2,trange-2,step-3,trange-3,step-4,trange-4,step-5,trange-5,step-6,trange-6,step-7,trange-7,step-8,trange-8,step-9,trange-9,step-10,trange-10,step-11,trange-11,step-12,trange-12,step-13,trange-13,step-14,trange-14,step-15,trange-15,step-16,trange-16,step-17,trange-17,step-18,trange-18,step-19,trange-19,step-20,trange-20,step-21,trange-21,step-22,trange-22,step-23,trange-23,step-24,trange-24,step-25,trange-25,step-26,trange-26,step-27,trange-27,step-28,trange-28,step-29,trange-29,step-30,trange-30,step-31,trange-31,step-32,trange-32,step-33,trange-33,step-34,trange-34,step-35,trange-35,step-36,trange-36,step-37,trange-37,step-38,trange-38,step-39,trange-39,step-40,trange-40,step-41,trange-41,step-42,trange-42,step-43,trange-43,step-44,trange-44,step-45,trange-45,step-46,trange-46,step-47,trange-47,step-48,trange-48,step-49,trange-49,step-50,trange-50,step-51,trange-51,step-52,trange-52
3007,restaurant-vs-homemade-nashville-style-hot-chicken,"in a medium bowl, combine cayenne pepper, paprika, garlic powder, mustard powder, black pepper, and onion powder, and mix well.","232,309","in a large bowl, place chicken and pat dry.","310,310","add 5 tablespoons of the spice mix and salt, and mix well, making sure all the chicken is fully coated.","311,342","cover with plastic wrap and rest in the fridge for at least 30 minutes, up to 24 hours.","343,348","in a small saucepan, combine canola oil, 2 tablespoons of the spice mix, and brown sugar over medium heat and stir until the brown sugar dissolves, about 2-3 minutes.","349,396",set aside.,"-1,-1","in a medium-size bowl, add the buttermilk and hot sauce, and mix well.","397,422","dredge each piece of chicken into the flour, shaking off any excess.","423,438","dip them into the buttermilk mixture, then back into the flour.","439,467",heat oil to 325°f (170°c) in a deep pot.,"-1,-1","fry 3-4 chicken pieces at a time, making sure to not overcrowd the pot, for 10-12 minutes, until golden brown and crispy.","468,492",transfer the fried chicken to a wire rack over a baking sheet and brush with the spicy oil dust with the remaining spice mixture.,"493,550",place on a slice of white bread and top with dill pickle.,"551,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,rib-eye-steak-with-blue-cheese-compound-butter-and-crispy-onion-strings,"make the compound butter: in a medium bowl, mix together the butter, blue cheese, chives, salt, and pepper until well combined.","38,123",transfer the butter to a piece of plastic wrap and roll into a log.,"124,174","refrigerate for at least 1 hour, or until ready to use.","175,182","make the fried onions: in a shallow bowl, combine the onions and buttermilk and let sit at room temperature for 1 hour.","183,224","in a medium bowl, whisk together the flour, paprika, salt, and pepper.","225,263","dip the buttermilk-coated onions into the flour mixture, shaking off any excess.","264,285",fill a large skillet with high sides with the canola oil.,"286,294",heat the oil over medium-high heat until it reaches 375˚f (190˚c).,"-1,-1","once the oil is hot, add the onions in batches and fry for 3 minutes, until golden brown.","295,346",transfer the onions to a wire rack to drain and season with salt.,"347,390",generously season the steaks all over with salt and pepper.,"391,468",add the olive oil to a large cast-iron or stainless-steel pan over high heat.,"469,495","once the oil begins to shimmer, add the steaks and cook, without disturbing, until a brown crust forms, about 7 minutes.","496,520","flip the steaks and continue to cook for 7 minutes more, until the steak is browned on both sides.","521,602",sear the sides of the steak to render any fat.,"-1,-1",add the butter and thyme to the pan.,"603,623","tilt the pan toward you and baste the steaks with the melted butter for 2 minutes, until the internal temperature reaches 135°f (60°c) for medium rare.","624,708",serve the steak with the crispy onions and blue cheese compound butter.,"709,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,ribeye-steaks-with-creamy-mustard-sauce-as-made-by-kiano-moju,pat the steaks dry with a paper towel.,"8,54",season generously on both sides with the salt and black pepper.,"55,121",add the olive oil and 1 tablespoon of butter to a nonstick or stainless steel pan over medium-high heat.,"122,155","sear the steaks, one at a time, until a golden brown crust forms, about 5 minutes per side.","156,238","if the pan gets too dry, add a bit more olive oil.","-1,-1",transfer the seared steaks to a cutting board to rest.,"-1,-1","add the shallots, capers, and remaining ½ tablespoon of butter to the pan.","239,267","cook for 2-3 minutes, or until the capers crisp slightly.","268,290",deglaze the pan with the wine.,"291,303","cook until reduced by half, about 30-60 seconds.","304,330",add the mustard and cream and adjust seasoning to taste.,"331,422",slice the steak into ¼-inch (6 mm) pieces and transfer to serving plates.,"423,461",pour the sauce over the steak and garnish with sliced chives.,"462,499",serve with roasted potatoes and a side salad.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,rice,"rinse the rice in a sieve three times, or until the water runs clear.","8,25",add the water and salt to a saucepan and bring to a boil over high heat.,"26,39","add the rice and stir, letting the water come to a boil again.","40,60",place the lid on the saucepan and lower the heat to a simmer.,"61,64",simmer for 18 minutes.,"65,70",turn off the heat and let the rice steam for 5 minutes.,"-1,-1",fluff the rice with a fork.,"71,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,rice-cake-box,cut rice cakes into smaller pieces.,"-1,-1",place rice cakes and the cooled hardboiled egg in the box.,"1,13",place the avocado into the box and pour some red pepper flakes into a separate section.,"14,27",refrigerate until ready to eat.,"28,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,rice-cooker-asian-chicken-rice,"put washed rice, garlic, ginger, salt, chicken bouillon, and water in a rice cooker pot and mix well.","1,55","add chicken thigh to the pot skin-side down, and place the scallion over the chicken.","56,78","cook for 30 minutes, or until the rice and chicken are cooked through.","79,89","for sauce, combine scallion, white sugar, sesame oil, grated garlic, grated ginger, soy sauce, vinegar, miso, and red chili flakes.","90,152",mix well.,"153,170","when the rice is ready, remove scallion and chicken.","171,192",stir the rice well to fluff it up and slice the chicken.,"193,229",press cooked rice into a bowl to make a dome shape.,"230,249",then turn the bowl upside down onto the serving plate.,"250,262","serve the sliced chicken with cilantro, tomatoes, and lemon, and pour the sauce over to your preference.","263,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,rice-cooker-blue-velvet-cake,combine the blue velvet cake ingredients in a mixing bowl.,"55,58",mix until smooth.,"59,64",pour cake batter into your rice cooker bowl.,"66,92",place bowl into rice cooker and let it slow cook for 90 minutes.,"95,110",note: all rice cookers are different.,"111,112",check the doneness of your cake with a toothpick.,"113,115","if you insert the toothpick, then remove it, and it is clean, the cake is done.","116,121","once the cake is done cooking, remove from rice cooker and let it sit for 15 minutes to cool down.","122,123",flip over and out and cut in half.,"124,162",chill in the refrigerator so it’s easier to ice.,"-1,-1",combine frosting ingredients in a bowl.,"169,179",mix until smooth.,"180,187","start with the bottom half of the cake, spread some of the frosting and add a few blueberries (optional).","237,259",top with the other half of the cake.,"260,268",frost the cake however you like.,"-1,-1",add some chocolate shavings (optional).,"309,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,rice-cooker-orange-upside-down-cake,"in a large bowl, combine the cream cheese and 100 g (½ cup) of the sugar.","1,33",add the eggs and whisk until combined.,"34,62",zest one half of the orange over the batter.,"63,82",add the lemon juice and whisk to combine.,"83,104","add the pancake mix and melted butter, and whisk until the batter is smooth.","105,152",brush the bowl of the rice cooker with melted butter.,"153,176",sprinkle the remaining tablespoon of sugar on the inside of the bowl so that it is well coated.,"177,214",slice the orange into 7 thin slices and lay on the inside of the bowl.,"215,229","pour the batter over the oranges, and cook for 40 minutes.","230,310",remove the bowl of the rice cooker and place a plate over the top.,"311,325",carefully flip the bowl upside-down so that the cake slides onto on the plate with the orange slices on top.,"326,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,rice-cooker-upside-down-pineapple-cake,"in a large bowl, use a spatula to mix the sugar and cream cheese until well-combined.","19,47",whisk in the eggs until there are no lumps remaining.,"48,80","stir in the pineapple juice, melted butter, and pancake mix until the batter is thick and smooth.","81,112","make the caramel sauce: in a small saucepan over medium-high heat, melt the butter, then add the brown sugar.","127,148",stir rapidly for 2 to 3 minutes.,"149,161",remove from the heat once mixture starts to boil and thicken.,"162,175",pour the caramel sauce into the bottom of a 1-liter rice cooker bowl insert.,"177,204","place one pineapple slice in the middle of the rice cooker bowl, then arrange the other slices in a ring around it.","205,213",place one maraschino cherry in the center of each pineapple slice.,"215,220",pour the cake batter over the pineapple slices and shake to smooth out the top of the batter.,"225,250",cook for 60 minutes.,"251,271",remove the bowl insert from the rice cooker and invert the cake onto a plate.,"280,337","slice and serve, topped with vanilla ice cream if desired.","338,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,rice-krispy-cones,"in a large bowl, add butter and marshmallow.","1,14",microwave for 2 minutes.,"19,32",stir at 1 minute.,"-1,-1",add the cereal and stir until the marshmallow evenly coats the cereal.,"33,57","using a ice cream scoop, form treats into balls.","79,91",take a wafer cone and dip it in melted chocolate and then immediately sprinkle anything you desire.,"132,159",place the rice krispy balls into the cone.,"166,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,rice-noodle-pancakes-with-chili-sauce,"in a blender or food processor, blend all of the sweet chili sauce ingredients together.","1,75",pour into a saucepan and bring to a boil.,"76,106",add the cornstarch slurry (dissolve 1 tbsp.,"107,113",of cornstarch in 2 tbsp.,"114,120","of water), stir and remove from heat.","121,124",set aside until ready to use.,"-1,-1",place a colander over a large mixing bowl.,"125,132","add the rice noodles, pour the boiling water over and let it sit and soften for 10 minutes.","133,163","drain, discard water and add the noodles to mixing bowl.","164,182","using a pair of kitchen scissors, cut the noodles so they are easier to manage.","183,189","add the carrots, scallions, ginger, sesame oil, beaten eggs.","190,221",mix well.,"222,236",grab a handful of noodles and place into your heated pan.,"237,276","using your spatula, flatten the noodles.","277,286",pan-fry until both sides are golden brown and crispy.,"287,300",serve with the sweet chili sauce.,"301,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,rich-chocolate-raspberry-box-brownies,preheat the oven to 350°f (180°c).,"-1,-1",place 5-inch (10 cm) greased cookie cutters on a greased baking pan.,"-1,-1",fill the bottom of each cookie cutter with ½-inch (1 cm) of brownie batter.,"1,33","bake for 15 minutes, or until cooked through.","34,39",remove from the oven and let the brownies cool,"-1,-1",in a medium bowl combine chocolate chips and hot heavy cream.,"40,76","let stand for 1 minute, then stir until the ganache is a smooth, silky consistency.","-1,-1","fill each cookie cutter with a layer of raspberries, then pour the chocolate ganache over the top of the raspberries until it fills in the cookie cutters.","77,134","refrigerate for 2 hours, or until the ganache is set.","135,138",remove from the fridge and gently push the bottom of the brownies until they pop out of the cookie cutters.,"139,144",sift powdered sugar over the top and serve.,"145,158",pairs well with merlot.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,ricotta-and-apple-toast,"spread ricotta over toast, and top with sliced apples and a drizzle of honey.","9,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,ricotta-chocolate-chip-stuffed-french-toast-with-strawberry-syrup,mix the eggs with the milk and sugar.,"4,47","spread all the bread slices with ricotta cheese, and top half of the bread slices with mini chocolate chips.","48,81","sandwich each chocolate chip half with a plain ricotta half, and drench both sides in the egg mixture.","82,109","coat a medium heat skillet with butter, and cook the bread until slightly brown and all the egg is cooked.","110,144","to make the syrup combine all syrup ingredients in a saucepan, and bring to a boil.","155,206","let the liquid reduce by about a third, until the mixture is thick like a syrup.","207,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,ries-gyoza,"in a large bowl, combine the ground pork, cabbage, nira chives, shiitake, garlic, ginger, soy sauce, sesame oil, sake, salt, and black pepper.","2,70",mix well with your hands.,"71,100",place a teaspoon of filling in the middle of a dumpling wrapper.,"101,121","using your finger, lightly wet the half of the outer rim with water.","122,129",fold the wrapper in half.,"130,133","using your fingertips, make pleats to seal the dumpling.","134,164",repeat with the remaining wrappers and filling.,"165,176","in a large nonstick frying pan, heat the sesame oil over medium heat.","177,182",add the 20-22 dumplings in a circle.,"183,191",fry for 1-3 minutes.,"192,193",combine the flour and the water in a small bowl or measuring cup.,"194,207",pour into the pan and cover.,"208,231","steam the dumplings until the water is mostly evapolated, 7-8 minutes.","-1,-1",remove the lid and continue cooking until the water is completely evaporated.,"232,237",place a plate on top of gyoza.,"238,246",flip the pan upside down while pressing the plate to invert the dumplings.,"247,257",cook the remaining dumplings.,"258,264",serve with dipping sauce.,"265,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,ritu-swasti-s-shahi-paneer,melt the butter in a 5qt-pot over medium heat.,"42,64","add chili, and cook for 2-3 minutes, stirring occasionally.","65,79","add the onion and saute until translucent, about 5 minutes.","80,114","add the crushed garlic and ginger and cook for 2-3 minutes, until fragrant.","115,134",stirring occasionally.,"135,143","reduce the heat to low, cover, and cook until the onion is completely softened, about 10 minutes.","144,156",stir occasionally to make sure bottom doesn’t burn.,"-1,-1",add the tomato puree.,"157,182",stir well and cover again.,"183,208","cook until tomato looks like it’s almost separating, and is reduced in volume by half, about 10 minutes.","221,243",add the coriander and paneer masala.,"244,273",stir well.,"274,288","add the red bell pepper and cook until the pepper is half-cooked, about 5 minutes.","289,330","add the salt, cover again, and cook for another 5 minutes.","331,378",add the heavy cream.,"379,413","stir well, then add the cubed paneer and cover.","414,455",cook for 25 minutes all the ingredients are tender.,"456,468",garnish with cilantro and serve with naan or rice.,"469,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,roast-chicken,remove the giblets from the chicken cavity.,"-1,-1","pat the chicken dry all over with paper towels, including the cavity.","283,350",generously season the entire chicken with salt and pepper.,"359,398","with the tip of a toothpick, poke the skin of the chicken all over, creating at least 20 tiny holes.","463,531","transfer the chicken to a rimmed baking dish and let sit in the refrigerator, uncovered, for 8-12 hours.","543,583",preheat the oven to 450˚f (230˚c).,"-1,-1",remove the chicken from the refrigerator and let it warm to room temperature for 1 hour.,"-1,-1",truss the chicken legs.,"796,804","using butcher’s twine, tie the legs together, then slip the twine under each leg, pull up to the top of the chicken, and flip the bird over.","805,844","pull the twine under the wings, loop around the neck, and then tie to secure and cut off any excess twine.","846,907",flip the bird over again and tuck the wings under the breasts.,"908,941","set the chicken, breast-side up, on a roasting rack set over a roasting pan.","942,982","roast for 1 hour, or until a meat thermometer inserted in the thickest part of the chicken reaches 165˚f (75˚c).","1156,1171",let the chicken rest at room temperature for 20 minutes.,"1261,1274","to carve, remove the twine.","1404,1421","using a sharp knife, cut between the leg and the breast.","1422,1469","when you reach the joint, bend it back and cut right through.","1470,1485",twist off the wings.,"1486,1501","to remove the breasts, cut straight down along the keel bone.","1502,1536","then, angling your knife outward, remove the breast.","1537,1557","break the legs down into thighs and drumsticks, if desired.","1568,1596",pull off the oysters from the underside of the chicken.,"1597,1646","if you’d like, make chicken stock from the carcass.","-1,-1","add the carcass to a large pot with onions, celery, carrots, garlic, and other aromatics of your choice.","1757,1840",cover with water and bring to a boil over high heat.,"1841,1854","reduce the heat to low and simmer for about 8 hours, skimming off the fat as needed.","-1,-1",store in the fridge for a few days or freeze for a few months.,"-1,-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
